/* DATA DESCRIPTION:
Citation:	Dickens, GR; Backman, J (2013): (Table S6) Reported, corrected and composite depths for Gamma Ray Attentuation Porosity Evaluator (GRAPE) data at DSDP Hole 86-577A. doi:10.1594/PANGAEA.809122, 
	In Supplement to: Dickens, Gerald Roy; Backman, Jan (2013): Core alignment and composite depth scale for the lower Paleogene through uppermost Cretaceous interval at Deep Sea Drilling Project Site 577. Newsletters on Stratigraphy
Project(s):	Deep Sea Drilling Project (DSDP) (URI: http://www.deepseadrilling.org/)
Coverage:	LATITUDE: 32.442200 * LONGITUDE: 157.723200
	MINIMUM DEPTH, sediment/rock: 66.4 m * MAXIMUM DEPTH, sediment/rock: 122.9 m
Event(s):	86-577A * LATITUDE: 32.442200 * LONGITUDE: 157.723200 * DATE/TIME: 1982-05-23T00:00:00 * ELEVATION: -2675.0 m * RECOVERY: 110.80 m * PENETRATION: 123.40 m * LOCATION: North Pacific * CAMPAIGN: Leg86 (URI: doi:10.2973/dsdp.proc.86.1985) * BASIS: Glomar Challenger (URI: http://odp.pangaea.de/glomar.html) * DEVICE: Drilling * COMMENT: 13 cores; 123.4 m cored; 0 m drilled; 89.8 % recovery
Comment:	DEPTH, sediment is the reported depth [mbsf], measured after sliding core sections to 150 cm.
Parameter(s):	Sample code/label (Label) * PI: Dickens, Gerald Roy (eMail: jerry@rice.edu) * METHOD: ODP sample designation (URI: hdl:10013/epic.27914.d001)
	DEPTH, sediment/rock [m] (Depth) * Geocode
	Void correction [m] (Void corr) * PI: Dickens, Gerald Roy (eMail: jerry@rice.edu)
	Depth, sediment revised [m] (Depth revised) * PI: Dickens, Gerald Roy (eMail: jerry@rice.edu) * COMMENT: corrected depths [mbsf] after moving tops of core sections back to 0 cm
	Offset [m] (Offset) * PI: Dickens, Gerald Roy (eMail: jerry@rice.edu)
	Depth, composite [mcd] (Depth c) * PI: Dickens, Gerald Roy (eMail: jerry@rice.edu) * COMMENT: after adding core offsets (Table 2)
	Density, wet bulk [g/cm**3] (WBD) * PI: Dickens, Gerald Roy (eMail: jerry@rice.edu) * METHOD: Gamma-ray attenuation porosity evaluator (GRAPE) * COMMENT: GRAPE data reported as density (g/cm**3), although it is a proxy measurement for density
	Density, wet bulk [g/cm**3] (WBD) * PI: Dickens, Gerald Roy (eMail: jerry@rice.edu) * METHOD: Gamma-ray attenuation porosity evaluator (GRAPE) * COMMENT: problematic GRAPE data, typically caused by void space in core sections
License:	Creative Commons Attribution 3.0 Unported (CC-BY)
Size:	25914 data points
*/
Label	Depth [m]	Void corr [m]	Depth revised [m]	Offset [m]	Depth c [mcd]	WBD [g/cm**3] (GRAPE data reported as densit...)	WBD [g/cm**3] (problematic GRAPE data, typic...)
86-577A-9-2,93.6	78.34	-0.10	78.24	0.10	78.34	1.73	
86-577A-9-2,94.8	78.35	-0.10	78.25	0.10	78.35	1.71	
86-577A-9-2,95.9	78.36	-0.10	78.26	0.10	78.36	1.73	
86-577A-9-2,97.1	78.37	-0.10	78.27	0.10	78.37	1.76	
86-577A-9-2,98.2	78.38	-0.10	78.28	0.10	78.38	1.75	
86-577A-9-2,99.4	78.39	-0.10	78.29	0.10	78.39	1.75	
86-577A-9-2,100.5	78.40	-0.10	78.30	0.10	78.40	1.71	
86-577A-9-2,101.6	78.42	-0.10	78.32	0.10	78.42	1.68	
86-577A-9-2,102.8	78.43	-0.10	78.33	0.10	78.43	1.67	
86-577A-9-2,103.9	78.44	-0.10	78.34	0.10	78.44	1.72	
86-577A-9-2,105.1	78.45	-0.10	78.35	0.10	78.45	1.71	
86-577A-9-2,106.2	78.46	-0.10	78.36	0.10	78.46	1.74	
86-577A-9-2,107.3	78.47	-0.10	78.37	0.10	78.47	1.73	
86-577A-9-2,108.5	78.48	-0.10	78.38	0.10	78.48	1.72	
86-577A-9-2,109.6	78.50	-0.10	78.40	0.10	78.50	1.77	
86-577A-9-2,110.8	78.51	-0.10	78.41	0.10	78.51	1.73	
86-577A-9-2,111.9	78.52	-0.10	78.42	0.10	78.52	1.68	
86-577A-9-2,113.1	78.53	-0.10	78.43	0.10	78.53	1.80	
86-577A-9-2,114.2	78.54	-0.10	78.44	0.10	78.54	1.84	
86-577A-9-2,115.3	78.55	-0.10	78.45	0.10	78.55	1.72	
86-577A-9-2,116.5	78.56	-0.10	78.46	0.10	78.56	1.86	
86-577A-9-2,117.6	78.58	-0.10	78.48	0.10	78.58	1.79	
86-577A-9-2,118.8	78.59	-0.10	78.49	0.10	78.59	1.77	
86-577A-9-2,119.9	78.60	-0.10	78.50	0.10	78.60	1.74	
86-577A-9-2,121.1	78.61	-0.10	78.51	0.10	78.61	1.76	
86-577A-9-2,122.2	78.62	-0.10	78.52	0.10	78.62	1.74	
86-577A-9-2,123.3	78.63	-0.10	78.53	0.10	78.63	1.76	
86-577A-9-2,124.5	78.64	-0.10	78.54	0.10	78.64	1.70	
86-577A-9-2,125.6	78.66	-0.10	78.56	0.10	78.66	1.75	
86-577A-9-2,126.8	78.67	-0.10	78.57	0.10	78.67	1.69	
86-577A-9-2,127.9	78.68	-0.10	78.58	0.10	78.68	1.68	
86-577A-9-2,129	78.69	-0.10	78.59	0.10	78.69	1.70	
86-577A-9-2,130.2	78.70	-0.10	78.60	0.10	78.70	1.77	
86-577A-9-2,131.3	78.71	-0.10	78.61	0.10	78.71	1.76	
86-577A-9-2,132.5	78.72	-0.10	78.62	0.10	78.72	1.75	
86-577A-9-2,133.6	78.74	-0.10	78.64	0.10	78.74	1.70	
86-577A-9-2,134.8	78.75	-0.10	78.65	0.10	78.75	1.76	
86-577A-9-2,135.9	78.76	-0.10	78.66	0.10	78.76	1.76	
86-577A-9-2,137	78.77	-0.10	78.67	0.10	78.77	1.70	
86-577A-9-2,138.2	78.78	-0.10	78.68	0.10	78.78	1.65	
86-577A-9-2,139.3	78.79	-0.10	78.69	0.10	78.79	1.72	
86-577A-9-2,140.5	78.80	-0.10	78.70	0.10	78.80	1.73	
86-577A-9-2,141.6	78.82	-0.10	78.72	0.10	78.82	1.74	
86-577A-9-2,142.8	78.83	-0.10	78.73	0.10	78.83	1.64	
86-577A-9-2,143.9	78.84	-0.10	78.74	0.10	78.84	1.73	
86-577A-9-2,145	78.85	-0.10	78.75	0.10	78.85	1.76	
86-577A-9-2,146.2	78.86	-0.10	78.76	0.10	78.86	1.72	
86-577A-9-2,147.3	78.87	-0.10	78.77	0.10	78.87	1.73	
86-577A-9-2,148.5	78.88	-0.10	78.78	0.10	78.88	1.75	
86-577A-9-2,149.6	78.90	-0.10	78.80	0.10	78.90	1.66	
86-577A-9-3,1.1	78.91	-0.85	78.06	0.10	78.16		0.00
86-577A-9-2,150.7	78.91	-0.10	78.81	0.10	78.91		0.00
86-577A-9-3,2.3	78.92	-0.85	78.07	0.10	78.17		0.00
86-577A-9-2,151.9	78.92	-0.10	78.82	0.10	78.92		0.00
86-577A-9-3,3.4	78.93	-0.85	78.08	0.10	78.18		0.00
86-577A-9-2,153	78.93	-0.10	78.83	0.10	78.93		0.00
86-577A-9-2,154.2	78.94	-0.10	78.84	0.10	78.94		0.00
86-577A-9-3,4.6	78.95	-0.85	78.10	0.10	78.20		0.00
86-577A-9-3,5.7	78.96	-0.85	78.11	0.10	78.21		0.00
86-577A-9-3,6.9	78.97	-0.85	78.12	0.10	78.22		0.00
86-577A-9-3,8	78.98	-0.85	78.13	0.10	78.23		0.00
86-577A-9-3,9.1	78.99	-0.85	78.14	0.10	78.24		0.00
86-577A-9-3,10.3	79.00	-0.85	78.15	0.10	78.25		0.00
86-577A-9-3,11.4	79.01	-0.85	78.16	0.10	78.26		0.00
86-577A-9-3,12.6	79.03	-0.85	78.18	0.10	78.28		0.00
86-577A-9-3,13.7	79.04	-0.85	78.19	0.10	78.29		0.00
86-577A-9-3,14.8	79.05	-0.85	78.20	0.10	78.30		0.00
86-577A-9-3,16	79.06	-0.85	78.21	0.10	78.31		0.00
86-577A-9-3,17.1	79.07	-0.85	78.22	0.10	78.32		0.00
86-577A-9-3,18.3	79.08	-0.85	78.23	0.10	78.33		0.00
86-577A-9-3,19.4	79.09	-0.85	78.24	0.10	78.34		0.00
86-577A-9-3,20.6	79.11	-0.85	78.26	0.10	78.36		0.00
86-577A-9-3,21.7	79.12	-0.85	78.27	0.10	78.37		0.00
86-577A-9-3,22.8	79.13	-0.85	78.28	0.10	78.38		0.00
86-577A-9-3,24	79.14	-0.85	78.29	0.10	78.39		0.00
86-577A-9-3,25.1	79.15	-0.85	78.30	0.10	78.40		0.00
86-577A-9-3,26.3	79.16	-0.85	78.31	0.10	78.41		0.00
86-577A-9-3,27.4	79.17	-0.85	78.32	0.10	78.42		0.00
86-577A-9-3,28.6	79.19	-0.85	78.34	0.10	78.44		0.00
86-577A-9-3,29.7	79.20	-0.85	78.35	0.10	78.45		0.00
86-577A-9-3,30.8	79.21	-0.85	78.36	0.10	78.46		0.00
86-577A-9-3,32	79.22	-0.85	78.37	0.10	78.47		0.00
86-577A-9-3,33.1	79.23	-0.85	78.38	0.10	78.48		0.00
86-577A-9-3,34.3	79.24	-0.85	78.39	0.10	78.49		0.00
86-577A-9-3,35.4	79.25	-0.85	78.40	0.10	78.50		0.00
86-577A-9-3,36.5	79.27	-0.85	78.42	0.10	78.52		0.00
86-577A-9-3,37.7	79.28	-0.85	78.43	0.10	78.53		0.00
86-577A-9-3,38.8	79.29	-0.85	78.44	0.10	78.54		0.00
86-577A-9-3,40	79.30	-0.85	78.45	0.10	78.55		0.00
86-577A-9-3,41.1	79.31	-0.85	78.46	0.10	78.56		0.00
86-577A-9-3,42.3	79.32	-0.85	78.47	0.10	78.57		0.00
86-577A-9-3,43.4	79.33	-0.85	78.48	0.10	78.58		0.00
86-577A-9-3,44.5	79.35	-0.85	78.50	0.10	78.60		0.00
86-577A-9-3,45.7	79.36	-0.85	78.51	0.10	78.61		0.00
86-577A-9-3,46.8	79.37	-0.85	78.52	0.10	78.62		0.00
86-577A-9-3,48	79.38	-0.85	78.53	0.10	78.63		0.00
86-577A-9-3,49.1	79.39	-0.85	78.54	0.10	78.64		0.00
86-577A-9-3,50.2	79.40	-0.85	78.55	0.10	78.65		0.00
86-577A-9-3,51.4	79.41	-0.85	78.56	0.10	78.66		0.00
86-577A-9-3,52.5	79.43	-0.85	78.58	0.10	78.68		0.00
86-577A-9-3,53.7	79.44	-0.85	78.59	0.10	78.69		0.00
86-577A-9-3,54.8	79.45	-0.85	78.60	0.10	78.70		0.00
86-577A-9-3,56	79.46	-0.85	78.61	0.10	78.71		0.00
86-577A-9-3,57.1	79.47	-0.85	78.62	0.10	78.72		0.00
86-577A-9-3,58.2	79.48	-0.85	78.63	0.10	78.73		0.00
86-577A-9-3,59.4	79.49	-0.85	78.64	0.10	78.74		0.00
86-577A-9-3,60.5	79.51	-0.85	78.66	0.10	78.76		0.00
86-577A-9-3,61.7	79.52	-0.85	78.67	0.10	78.77		0.00
86-577A-9-3,62.8	79.53	-0.85	78.68	0.10	78.78		0.00
86-577A-9-3,64	79.54	-0.85	78.69	0.10	78.79		0.00
86-577A-9-3,65.1	79.55	-0.85	78.70	0.10	78.80		0.00
86-577A-9-3,66.2	79.56	-0.85	78.71	0.10	78.81		0.00
86-577A-9-3,67.4	79.57	-0.85	78.72	0.10	78.82		0.00
86-577A-9-3,68.5	79.59	-0.85	78.74	0.10	78.84		0.00
86-577A-9-3,69.7	79.60	-0.85	78.75	0.10	78.85		0.00
86-577A-9-3,70.8	79.61	-0.85	78.76	0.10	78.86		0.00
86-577A-9-3,71.9	79.62	-0.85	78.77	0.10	78.87		0.00
86-577A-9-3,73.1	79.63	-0.85	78.78	0.10	78.88		0.00
86-577A-9-3,74.2	79.64	-0.85	78.79	0.10	78.89		0.00
86-577A-9-3,75.4	79.65	-0.85	78.80	0.10	78.90		0.00
86-577A-9-3,76.5	79.67	-0.85	78.82	0.10	78.92		0.00
86-577A-9-3,77.7	79.68	-0.85	78.83	0.10	78.93		0.00
86-577A-9-3,78.8	79.69	-0.85	78.84	0.10	78.94		0.00
86-577A-9-3,79.9	79.70	-0.85	78.85	0.10	78.95		0.00
86-577A-9-3,81.1	79.71	-0.85	78.86	0.10	78.96		0.00
86-577A-9-3,82.2	79.72	-0.85	78.87	0.10	78.97		0.00
86-577A-9-3,83.4	79.73	-0.85	78.88	0.10	78.98		0.00
86-577A-9-3,84.5	79.75	-0.85	78.90	0.10	79.00		0.00
86-577A-9-3,85.7	79.76	-0.85	78.91	0.10	79.01		0.00
86-577A-9-3,86.8	79.77	-0.85	78.92	0.10	79.02	1.81	
86-577A-9-3,87.9	79.78	-0.85	78.93	0.10	79.03	1.87	
86-577A-9-3,89.1	79.79	-0.85	78.94	0.10	79.04	1.84	
86-577A-9-3,90.2	79.80	-0.85	78.95	0.10	79.05	1.78	
86-577A-9-3,91.4	79.81	-0.85	78.96	0.10	79.06	1.85	
86-577A-9-3,92.5	79.83	-0.85	78.98	0.10	79.08	1.72	
86-577A-9-3,93.6	79.84	-0.85	78.99	0.10	79.09	1.66	
86-577A-9-3,94.8	79.85	-0.85	79.00	0.10	79.10	1.74	
86-577A-9-3,95.9	79.86	-0.85	79.01	0.10	79.11	1.73	
86-577A-9-3,97.1	79.87	-0.85	79.02	0.10	79.12	1.75	
86-577A-9-3,98.2	79.88	-0.85	79.03	0.10	79.13	1.70	
86-577A-9-3,99.4	79.89	-0.85	79.04	0.10	79.14	1.81	
86-577A-9-3,100.5	79.90	-0.85	79.05	0.10	79.15	1.72	
86-577A-9-3,101.6	79.92	-0.85	79.07	0.10	79.17	1.75	
86-577A-9-3,102.8	79.93	-0.85	79.08	0.10	79.18	1.75	
86-577A-9-3,103.9	79.94	-0.85	79.09	0.10	79.19	1.78	
86-577A-9-3,105.1	79.95	-0.85	79.10	0.10	79.20	1.81	
86-577A-9-3,106.2	79.96	-0.85	79.11	0.10	79.21	1.83	
86-577A-9-3,107.3	79.97	-0.85	79.12	0.10	79.22	1.80	
86-577A-9-3,108.5	79.98	-0.85	79.13	0.10	79.23	1.77	
86-577A-9-3,109.6	80.00	-0.85	79.15	0.10	79.25	1.74	
86-577A-9-3,110.8	80.01	-0.85	79.16	0.10	79.26	1.76	
86-577A-9-3,111.9	80.02	-0.85	79.17	0.10	79.27	1.69	
86-577A-9-3,113.1	80.03	-0.85	79.18	0.10	79.28	1.77	
86-577A-9-3,114.2	80.04	-0.85	79.19	0.10	79.29	1.85	
86-577A-9-3,115.3	80.05	-0.85	79.20	0.10	79.30	1.81	
86-577A-9-3,116.5	80.06	-0.85	79.21	0.10	79.31	1.78	
86-577A-9-3,117.6	80.08	-0.85	79.23	0.10	79.33	1.80	
86-577A-9-3,118.8	80.09	-0.85	79.24	0.10	79.34	1.78	
86-577A-9-3,119.9	80.10	-0.85	79.25	0.10	79.35	1.68	
86-577A-9-3,121.1	80.11	-0.85	79.26	0.10	79.36	1.68	
86-577A-9-3,122.2	80.12	-0.85	79.27	0.10	79.37	1.64	
86-577A-9-3,123.3	80.13	-0.85	79.28	0.10	79.38	1.73	
86-577A-9-3,124.5	80.14	-0.85	79.29	0.10	79.39	1.81	
86-577A-9-3,125.6	80.16	-0.85	79.31	0.10	79.41	1.78	
86-577A-9-3,126.8	80.17	-0.85	79.32	0.10	79.42	1.70	
86-577A-9-3,127.9	80.18	-0.85	79.33	0.10	79.43	1.77	
86-577A-9-3,129	80.19	-0.85	79.34	0.10	79.44	1.74	
86-577A-9-3,130.2	80.20	-0.85	79.35	0.10	79.45	1.75	
86-577A-9-3,131.3	80.21	-0.85	79.36	0.10	79.46	1.71	
86-577A-9-3,132.5	80.22	-0.85	79.37	0.10	79.47	1.73	
86-577A-9-3,133.6	80.24	-0.85	79.39	0.10	79.49	1.74	
86-577A-9-3,134.8	80.25	-0.85	79.40	0.10	79.50	1.82	
86-577A-9-3,135.9	80.26	-0.85	79.41	0.10	79.51	1.73	
86-577A-9-3,137	80.27	-0.85	79.42	0.10	79.52	1.70	
86-577A-9-3,138.2	80.28	-0.85	79.43	0.10	79.53	1.71	
86-577A-9-3,139.3	80.29	-0.85	79.44	0.10	79.54	1.69	
86-577A-9-3,140.5	80.30	-0.85	79.45	0.10	79.55	1.73	
86-577A-9-3,141.6	80.32	-0.85	79.47	0.10	79.57	1.67	
86-577A-9-3,142.8	80.33	-0.85	79.48	0.10	79.58	1.70	
86-577A-9-3,143.9	80.34	-0.85	79.49	0.10	79.59	1.70	
86-577A-9-3,145	80.35	-0.85	79.50	0.10	79.60	1.75	
86-577A-9-3,146.2	80.36	-0.85	79.51	0.10	79.61	1.69	
86-577A-9-3,147.3	80.37	-0.85	79.52	0.10	79.62	1.73	
86-577A-9-3,148.5	80.38	-0.85	79.53	0.10	79.63	1.73	
86-577A-9-3,149.6	80.40	-0.85	79.55	0.10	79.65		1.36
86-577A-9-3,150.7	80.41	-0.85	79.56	0.10	79.66		0.00
86-577A-9-3,151.9	80.42	-0.85	79.57	0.10	79.67		0.00
86-577A-9-3,153	80.43	-0.85	79.58	0.10	79.68		0.00
86-577A-9-3,154.2	80.44	-0.85	79.59	0.10	79.69		0.00
86-577A-10-1,1.1	85.41	0.00	85.41	1.80	87.21		0.00
86-577A-10-1,2.3	85.42	0.00	85.42	1.80	87.22		0.00
86-577A-10-1,3.4	85.43	0.00	85.43	1.80	87.23		0.00
86-577A-10-1,4.6	85.45	0.00	85.45	1.80	87.25		0.00
86-577A-10-1,5.7	85.46	0.00	85.46	1.80	87.26		0.00
86-577A-10-1,6.9	85.47	0.00	85.47	1.80	87.27	1.18	
86-577A-10-1,8	85.48	0.00	85.48	1.80	87.28	1.24	
86-577A-10-1,9.1	85.49	0.00	85.49	1.80	87.29	1.48	
86-577A-10-1,10.3	85.50	0.00	85.50	1.80	87.30	1.40	
86-577A-10-1,11.4	85.51	0.00	85.51	1.80	87.31	1.37	
86-577A-10-1,12.6	85.53	0.00	85.53	1.80	87.33	1.30	
86-577A-10-1,13.7	85.54	0.00	85.54	1.80	87.34	1.30	
86-577A-10-1,14.8	85.55	0.00	85.55	1.80	87.35	1.25	
86-577A-10-1,16	85.56	0.00	85.56	1.80	87.36	1.33	
86-577A-10-1,17.1	85.57	0.00	85.57	1.80	87.37	1.25	
86-577A-10-1,18.3	85.58	0.00	85.58	1.80	87.38	1.30	
86-577A-10-1,19.4	85.59	0.00	85.59	1.80	87.39	1.34	
86-577A-10-1,20.6	85.61	0.00	85.61	1.80	87.41	1.38	
86-577A-10-1,21.7	85.62	0.00	85.62	1.80	87.42	1.19	
86-577A-10-1,22.8	85.63	0.00	85.63	1.80	87.43	1.24	
86-577A-10-1,24	85.64	0.00	85.64	1.80	87.44	1.17	
86-577A-10-1,25.1	85.65	0.00	85.65	1.80	87.45	1.18	
86-577A-10-1,26.3	85.66	0.00	85.66	1.80	87.46	1.33	
86-577A-10-1,27.4	85.67	0.00	85.67	1.80	87.47	1.19	
86-577A-10-1,28.6	85.69	0.00	85.69	1.80	87.49	1.23	
86-577A-10-1,29.7	85.70	0.00	85.70	1.80	87.50	1.20	
86-577A-10-1,30.8	85.71	0.00	85.71	1.80	87.51	1.21	
86-577A-10-1,32	85.72	0.00	85.72	1.80	87.52	1.27	
86-577A-10-1,33.1	85.73	0.00	85.73	1.80	87.53	1.22	
86-577A-10-1,34.3	85.74	0.00	85.74	1.80	87.54	1.23	
86-577A-10-1,35.4	85.75	0.00	85.75	1.80	87.55	1.21	
86-577A-10-1,36.5	85.77	0.00	85.77	1.80	87.57	1.23	
86-577A-10-1,37.7	85.78	0.00	85.78	1.80	87.58	1.23	
86-577A-10-1,38.8	85.79	0.00	85.79	1.80	87.59	1.28	
86-577A-10-1,40	85.80	0.00	85.80	1.80	87.60	1.16	
86-577A-10-1,41.1	85.81	0.00	85.81	1.80	87.61	1.22	
86-577A-10-1,42.3	85.82	0.00	85.82	1.80	87.62	1.19	
86-577A-10-1,43.4	85.83	0.00	85.83	1.80	87.63	1.11	
86-577A-10-1,44.5	85.85	0.00	85.85	1.80	87.65	1.16	
86-577A-10-1,45.7	85.86	0.00	85.86	1.80	87.66	1.22	
86-577A-10-1,46.8	85.87	0.00	85.87	1.80	87.67	1.31	
86-577A-10-1,48	85.88	0.00	85.88	1.80	87.68	1.41	
86-577A-10-1,49.1	85.89	0.00	85.89	1.80	87.69	1.44	
86-577A-10-1,50.2	85.90	0.00	85.90	1.80	87.70	1.49	
86-577A-10-1,51.4	85.91	0.00	85.91	1.80	87.71	1.52	
86-577A-10-1,52.5	85.93	0.00	85.93	1.80	87.73	1.52	
86-577A-10-1,53.7	85.94	0.00	85.94	1.80	87.74	1.58	
86-577A-10-1,54.8	85.95	0.00	85.95	1.80	87.75	1.58	
86-577A-10-1,56	85.96	0.00	85.96	1.80	87.76	1.65	
86-577A-10-1,57.1	85.97	0.00	85.97	1.80	87.77	1.62	
86-577A-10-1,58.2	85.98	0.00	85.98	1.80	87.78	1.63	
86-577A-10-1,59.4	85.99	0.00	85.99	1.80	87.79	1.57	
86-577A-10-1,60.5	86.01	0.00	86.01	1.80	87.81	1.62	
86-577A-10-1,61.7	86.02	0.00	86.02	1.80	87.82	1.67	
86-577A-10-1,62.8	86.03	0.00	86.03	1.80	87.83	1.64	
86-577A-10-1,64	86.04	0.00	86.04	1.80	87.84	1.69	
86-577A-10-1,65.1	86.05	0.00	86.05	1.80	87.85	1.69	
86-577A-10-1,66.2	86.06	0.00	86.06	1.80	87.86	1.64	
86-577A-10-1,67.4	86.07	0.00	86.07	1.80	87.87	1.70	
86-577A-10-1,68.5	86.09	0.00	86.09	1.80	87.89	1.66	
86-577A-10-1,69.7	86.10	0.00	86.10	1.80	87.90	1.79	
86-577A-10-1,70.8	86.11	0.00	86.11	1.80	87.91	1.74	
86-577A-10-1,71.9	86.12	0.00	86.12	1.80	87.92	1.70	
86-577A-10-1,73.1	86.13	0.00	86.13	1.80	87.93	1.63	
86-577A-10-1,74.2	86.14	0.00	86.14	1.80	87.94	1.71	
86-577A-10-1,75.4	86.15	0.00	86.15	1.80	87.95	1.75	
86-577A-10-1,76.5	86.17	0.00	86.17	1.80	87.97	1.73	
86-577A-10-1,77.7	86.18	0.00	86.18	1.80	87.98	1.74	
86-577A-10-1,78.8	86.19	0.00	86.19	1.80	87.99	1.76	
86-577A-10-1,79.9	86.20	0.00	86.20	1.80	88.00	1.69	
86-577A-10-1,81.1	86.21	0.00	86.21	1.80	88.01	1.73	
86-577A-10-1,82.2	86.22	0.00	86.22	1.80	88.02	1.72	
86-577A-10-1,83.4	86.23	0.00	86.23	1.80	88.03	1.70	
86-577A-10-1,84.5	86.25	0.00	86.25	1.80	88.05	1.71	
86-577A-10-1,85.7	86.26	0.00	86.26	1.80	88.06	1.73	
86-577A-10-1,86.8	86.27	0.00	86.27	1.80	88.07	1.66	
86-577A-10-1,87.9	86.28	0.00	86.28	1.80	88.08	1.67	
86-577A-10-1,89.1	86.29	0.00	86.29	1.80	88.09	1.72	
86-577A-10-1,90.2	86.30	0.00	86.30	1.80	88.10	1.69	
86-577A-10-1,91.4	86.31	0.00	86.31	1.80	88.11	1.69	
86-577A-10-1,92.5	86.33	0.00	86.33	1.80	88.13	1.75	
86-577A-10-1,93.6	86.34	0.00	86.34	1.80	88.14	1.72	
86-577A-10-1,94.8	86.35	0.00	86.35	1.80	88.15	1.72	
86-577A-10-1,95.9	86.36	0.00	86.36	1.80	88.16	1.70	
86-577A-10-1,97.1	86.37	0.00	86.37	1.80	88.17	1.75	
86-577A-10-1,98.2	86.38	0.00	86.38	1.80	88.18	1.74	
86-577A-10-1,99.4	86.39	0.00	86.39	1.80	88.19	1.75	
86-577A-10-1,100.5	86.40	0.00	86.40	1.80	88.20	1.70	
86-577A-10-1,101.6	86.42	0.00	86.42	1.80	88.22	1.78	
86-577A-10-1,102.8	86.43	0.00	86.43	1.80	88.23	1.74	
86-577A-10-1,103.9	86.44	0.00	86.44	1.80	88.24	1.79	
86-577A-10-1,105.1	86.45	0.00	86.45	1.80	88.25	1.74	
86-577A-10-1,106.2	86.46	0.00	86.46	1.80	88.26	1.77	
86-577A-10-1,107.3	86.47	0.00	86.47	1.80	88.27	1.76	
86-577A-10-1,108.5	86.48	0.00	86.48	1.80	88.28	1.73	
86-577A-10-1,109.6	86.50	0.00	86.50	1.80	88.30	1.74	
86-577A-10-1,110.8	86.51	0.00	86.51	1.80	88.31	1.72	
86-577A-10-1,111.9	86.52	0.00	86.52	1.80	88.32	1.75	
86-577A-10-1,113.1	86.53	0.00	86.53	1.80	88.33	1.74	
86-577A-10-1,114.2	86.54	0.00	86.54	1.80	88.34	1.69	
86-577A-10-1,115.3	86.55	0.00	86.55	1.80	88.35	1.70	
86-577A-10-1,116.5	86.56	0.00	86.56	1.80	88.36	1.73	
86-577A-10-1,117.6	86.58	0.00	86.58	1.80	88.38	1.82	
86-577A-10-1,118.8	86.59	0.00	86.59	1.80	88.39	1.70	
86-577A-10-1,119.9	86.60	0.00	86.60	1.80	88.40	1.77	
86-577A-10-1,121.1	86.61	0.00	86.61	1.80	88.41	1.72	
86-577A-10-1,122.2	86.62	0.00	86.62	1.80	88.42	1.72	
86-577A-10-1,123.3	86.63	0.00	86.63	1.80	88.43	1.75	
86-577A-10-1,124.5	86.64	0.00	86.64	1.80	88.44	1.73	
86-577A-10-1,125.6	86.66	0.00	86.66	1.80	88.46	1.83	
86-577A-10-1,126.8	86.67	0.00	86.67	1.80	88.47	1.66	
86-577A-10-1,127.9	86.68	0.00	86.68	1.80	88.48	1.64	
86-577A-10-1,129	86.69	0.00	86.69	1.80	88.49	1.76	
86-577A-10-1,130.2	86.70	0.00	86.70	1.80	88.50	1.72	
86-577A-10-1,131.3	86.71	0.00	86.71	1.80	88.51	1.79	
86-577A-10-1,132.5	86.72	0.00	86.72	1.80	88.52	1.70	
86-577A-10-1,133.6	86.74	0.00	86.74	1.80	88.54	1.72	
86-577A-10-1,134.8	86.75	0.00	86.75	1.80	88.55	1.73	
86-577A-10-1,135.9	86.76	0.00	86.76	1.80	88.56	1.74	
86-577A-10-1,137	86.77	0.00	86.77	1.80	88.57	1.69	
86-577A-10-1,138.2	86.78	0.00	86.78	1.80	88.58	1.70	
86-577A-10-1,139.3	86.79	0.00	86.79	1.80	88.59	1.71	
86-577A-10-1,140.5	86.80	0.00	86.80	1.80	88.60	1.77	
86-577A-10-1,141.6	86.82	0.00	86.82	1.80	88.62	1.73	
86-577A-10-1,142.8	86.83	0.00	86.83	1.80	88.63	1.69	
86-577A-10-1,143.9	86.84	0.00	86.84	1.80	88.64	1.69	
86-577A-10-1,145	86.85	0.00	86.85	1.80	88.65	1.77	
86-577A-10-1,146.2	86.86	0.00	86.86	1.80	88.66	1.69	
86-577A-10-1,147.3	86.87	0.00	86.87	1.80	88.67	1.75	
86-577A-10-1,148.5	86.88	0.00	86.88	1.80	88.68	1.71	
86-577A-10-1,149.6	86.90	0.00	86.90	1.80	88.70		1.57
86-577A-10-2,1.1	86.91	0.00	86.91	1.80	88.71		0.00
86-577A-10-1,150.7	86.91	0.00	86.91	1.80	88.71		1.45
86-577A-10-2,2.3	86.92	0.00	86.92	1.80	88.72		0.00
86-577A-10-1,151.9	86.92	0.00	86.92	1.80	88.72		0.00
86-577A-10-2,3.4	86.93	0.00	86.93	1.80	88.73		1.47
86-577A-10-1,153	86.93	0.00	86.93	1.80	88.73		0.00
86-577A-10-1,154.2	86.94	0.00	86.94	1.80	88.74		0.00
86-577A-10-2,4.6	86.95	0.00	86.95	1.80	88.75	1.78	
86-577A-10-2,5.7	86.96	0.00	86.96	1.80	88.76	1.70	
86-577A-10-2,6.9	86.97	0.00	86.97	1.80	88.77	1.73	
86-577A-10-2,8	86.98	0.00	86.98	1.80	88.78	1.71	
