/* DATA DESCRIPTION:
Citation:	Dickens, GR; Backman, J (2013): (Table S7) Reported, corrected and composite depths for Gamma Ray Attentuation Porosity Evaluator (GRAPE) data at DSDP Hole 86-577B. doi:10.1594/PANGAEA.809123, 
	In Supplement to: Dickens, Gerald Roy; Backman, Jan (2013): Core alignment and composite depth scale for the lower Paleogene through uppermost Cretaceous interval at Deep Sea Drilling Project Site 577. Newsletters on Stratigraphy
Project(s):	Deep Sea Drilling Project (DSDP) (URI: http://www.deepseadrilling.org/)
Coverage:	LATITUDE: 32.441300 * LONGITUDE: 157.723200
	MINIMUM DEPTH, sediment/rock: 104.4 m * MAXIMUM DEPTH, sediment/rock: 113.4 m
Event(s):	86-577B * LATITUDE: 32.441300 * LONGITUDE: 157.723200 * DATE/TIME: 1982-05-23T00:00:00 * ELEVATION: -2675.0 m * RECOVERY: 9.60 m * PENETRATION: 113.90 m * LOCATION: North Pacific * CAMPAIGN: Leg86 (URI: doi:10.2973/dsdp.proc.86.1985) * BASIS: Glomar Challenger (URI: http://odp.pangaea.de/glomar.html) * DEVICE: Drilling * COMMENT: 1 cores; 9.5 m cored; 0 m drilled; 101.4 % recovery
Comment:	DEPTH, sediment is the reported depth [mbsf], measured after sliding core sections to 150 cm.
Parameter(s):	Sample code/label (Label) * PI: Dickens, Gerald Roy (eMail: jerry@rice.edu) * METHOD: ODP sample designation (URI: hdl:10013/epic.27914.d001)
	DEPTH, sediment/rock [m] (Depth) * Geocode
	Void correction [m] (Void corr) * PI: Dickens, Gerald Roy (eMail: jerry@rice.edu)
	Depth, sediment revised [m] (Depth revised) * PI: Dickens, Gerald Roy (eMail: jerry@rice.edu) * COMMENT: corrected depths [mbsf] after moving tops of core sections back to 0 cm
	Offset [m] (Offset) * PI: Dickens, Gerald Roy (eMail: jerry@rice.edu)
	Depth, composite [mcd] (Depth c) * PI: Dickens, Gerald Roy (eMail: jerry@rice.edu) * COMMENT: after adding core offsets (Table 2)
	Density, wet bulk [g/cm**3] (WBD) * PI: Dickens, Gerald Roy (eMail: jerry@rice.edu) * METHOD: Gamma-ray attenuation porosity evaluator (GRAPE) * COMMENT: GRAPE data reported as density (g/cm**3), although it is a proxy measurement for density
	Density, wet bulk [g/cm**3] (WBD) * PI: Dickens, Gerald Roy (eMail: jerry@rice.edu) * METHOD: Gamma-ray attenuation porosity evaluator (GRAPE) * COMMENT: problematic GRAPE data, typically caused by void space in core sections
License:	Creative Commons Attribution 3.0 Unported (CC-BY)
Size:	4865 data points
*/
Label	Depth [m]	Void corr [m]	Depth revised [m]	Offset [m]	Depth c [mcd]	WBD [g/cm**3] (GRAPE data reported as densit...)	WBD [g/cm**3] (problematic GRAPE data, typic...)
86-577B-1-3,33.1	107.73	0.00	107.73	2.15	109.88	1.65	
86-577B-1-3,34.3	107.74	0.00	107.74	2.15	109.89	1.76	
86-577B-1-3,35.4	107.75	0.00	107.75	2.15	109.90	1.64	
86-577B-1-3,36.5	107.77	0.00	107.77	2.15	109.92	1.71	
86-577B-1-3,37.7	107.78	0.00	107.78	2.15	109.93	1.72	
86-577B-1-3,38.8	107.79	0.00	107.79	2.15	109.94	1.74	
86-577B-1-3,40	107.80	0.00	107.80	2.15	109.95	1.71	
86-577B-1-3,41.1	107.81	0.00	107.81	2.15	109.96	1.74	
86-577B-1-3,42.3	107.82	0.00	107.82	2.15	109.97	1.67	
86-577B-1-3,43.4	107.83	0.00	107.83	2.15	109.98	1.72	
86-577B-1-3,44.5	107.85	0.00	107.85	2.15	110.00	1.75	
86-577B-1-3,45.7	107.86	0.00	107.86	2.15	110.01	1.74	
86-577B-1-3,46.8	107.87	0.00	107.87	2.15	110.02	1.76	
86-577B-1-3,48	107.88	0.00	107.88	2.15	110.03	1.74	
86-577B-1-3,49.1	107.89	0.00	107.89	2.15	110.04	1.80	
86-577B-1-3,50.2	107.90	0.00	107.90	2.15	110.05	1.76	
86-577B-1-3,51.4	107.91	0.00	107.91	2.15	110.06		0.00
86-577B-1-3,52.5	107.93	0.00	107.93	2.15	110.08		0.00
86-577B-1-3,53.7	107.94	0.00	107.94	2.15	110.09	1.81	
86-577B-1-3,54.8	107.95	0.00	107.95	2.15	110.10		0.00
86-577B-1-3,56	107.96	0.00	107.96	2.15	110.11		0.00
86-577B-1-3,57.1	107.97	0.00	107.97	2.15	110.12		0.00
86-577B-1-3,58.2	107.98	0.00	107.98	2.15	110.13		0.00
86-577B-1-3,59.4	107.99	0.00	107.99	2.15	110.14	1.68	
86-577B-1-3,60.5	108.01	0.00	108.01	2.15	110.16	1.68	
86-577B-1-3,61.7	108.02	0.00	108.02	2.15	110.17	1.63	
86-577B-1-3,62.8	108.03	0.00	108.03	2.15	110.18		0.00
86-577B-1-3,64	108.04	0.00	108.04	2.15	110.19		0.00
86-577B-1-3,65.1	108.05	0.00	108.05	2.15	110.20		0.00
86-577B-1-3,66.2	108.06	0.00	108.06	2.15	110.21	1.57	
86-577B-1-3,67.4	108.07	0.00	108.07	2.15	110.22	1.78	
86-577B-1-3,68.5	108.09	0.00	108.09	2.15	110.24		0.00
86-577B-1-3,69.7	108.10	0.00	108.10	2.15	110.25	1.74	
86-577B-1-3,70.8	108.11	0.00	108.11	2.15	110.26	1.75	
86-577B-1-3,71.9	108.12	0.00	108.12	2.15	110.27	1.71	
86-577B-1-3,73.1	108.13	0.00	108.13	2.15	110.28	1.74	
86-577B-1-3,74.2	108.14	0.00	108.14	2.15	110.29	1.76	
86-577B-1-3,75.4	108.15	0.00	108.15	2.15	110.30	1.76	
86-577B-1-3,76.5	108.17	0.00	108.17	2.15	110.32	1.74	
86-577B-1-3,77.7	108.18	0.00	108.18	2.15	110.33	1.64	
86-577B-1-3,78.8	108.19	0.00	108.19	2.15	110.34	1.65	
86-577B-1-3,79.9	108.20	0.00	108.20	2.15	110.35	1.62	
86-577B-1-3,81.1	108.21	0.00	108.21	2.15	110.36	1.63	
86-577B-1-3,82.2	108.22	0.00	108.22	2.15	110.37	1.62	
86-577B-1-3,83.4	108.23	0.00	108.23	2.15	110.38	1.68	
86-577B-1-3,84.5	108.25	0.00	108.25	2.15	110.40	1.66	
86-577B-1-3,85.7	108.26	0.00	108.26	2.15	110.41	1.72	
86-577B-1-3,86.8	108.27	0.00	108.27	2.15	110.42	1.70	
86-577B-1-3,87.9	108.28	0.00	108.28	2.15	110.43	1.69	
86-577B-1-3,89.1	108.29	0.00	108.29	2.15	110.44	1.58	
86-577B-1-3,90.2	108.30	0.00	108.30	2.15	110.45	1.58	
86-577B-1-3,91.4	108.31	0.00	108.31	2.15	110.46	1.57	
86-577B-1-3,92.5	108.33	0.00	108.33	2.15	110.48	1.68	
86-577B-1-3,93.6	108.34	0.00	108.34	2.15	110.49	1.69	
86-577B-1-3,94.8	108.35	0.00	108.35	2.15	110.50	1.72	
86-577B-1-3,95.9	108.36	0.00	108.36	2.15	110.51	1.67	
86-577B-1-3,97.1	108.37	0.00	108.37	2.15	110.52	1.64	
86-577B-1-3,98.2	108.38	0.00	108.38	2.15	110.53	1.72	
86-577B-1-3,99.4	108.39	0.00	108.39	2.15	110.54	1.58	
86-577B-1-3,100.5	108.40	0.00	108.40	2.15	110.55	1.66	
86-577B-1-3,101.6	108.42	0.00	108.42	2.15	110.57	1.62	
86-577B-1-3,102.8	108.43	0.00	108.43	2.15	110.58	1.64	
86-577B-1-3,103.9	108.44	0.00	108.44	2.15	110.59	1.66	
86-577B-1-3,105.1	108.45	0.00	108.45	2.15	110.60	1.66	
86-577B-1-3,106.2	108.46	0.00	108.46	2.15	110.61	1.62	
86-577B-1-3,107.3	108.47	0.00	108.47	2.15	110.62	1.67	
86-577B-1-3,108.5	108.48	0.00	108.48	2.15	110.63	1.70	
86-577B-1-3,109.6	108.50	0.00	108.50	2.15	110.65	1.67	
86-577B-1-3,110.8	108.51	0.00	108.51	2.15	110.66	1.66	
86-577B-1-3,111.9	108.52	0.00	108.52	2.15	110.67	1.73	
86-577B-1-3,113.1	108.53	0.00	108.53	2.15	110.68	1.62	
86-577B-1-3,114.2	108.54	0.00	108.54	2.15	110.69	1.70	
86-577B-1-3,115.3	108.55	0.00	108.55	2.15	110.70	1.61	
86-577B-1-3,116.5	108.56	0.00	108.56	2.15	110.71	1.65	
86-577B-1-3,117.6	108.58	0.00	108.58	2.15	110.73	1.57	
86-577B-1-3,118.8	108.59	0.00	108.59	2.15	110.74	1.61	
86-577B-1-3,119.9	108.60	0.00	108.60	2.15	110.75	1.59	
86-577B-1-3,121.1	108.61	0.00	108.61	2.15	110.76	1.60	
86-577B-1-3,122.2	108.62	0.00	108.62	2.15	110.77	1.58	
86-577B-1-3,123.3	108.63	0.00	108.63	2.15	110.78	1.62	
86-577B-1-3,124.5	108.64	0.00	108.64	2.15	110.79	1.66	
86-577B-1-3,125.6	108.66	0.00	108.66	2.15	110.81	1.57	
86-577B-1-3,126.8	108.67	0.00	108.67	2.15	110.82	1.58	
86-577B-1-3,127.9	108.68	0.00	108.68	2.15	110.83	1.63	
86-577B-1-3,129	108.69	0.00	108.69	2.15	110.84	1.56	
86-577B-1-3,130.2	108.70	0.00	108.70	2.15	110.85	1.57	
86-577B-1-3,131.3	108.71	0.00	108.71	2.15	110.86	1.59	
86-577B-1-3,132.5	108.72	0.00	108.72	2.15	110.87	1.61	
86-577B-1-3,133.6	108.74	0.00	108.74	2.15	110.89	1.64	
86-577B-1-3,134.8	108.75	0.00	108.75	2.15	110.90	1.60	
86-577B-1-3,135.9	108.76	0.00	108.76	2.15	110.91	1.56	
86-577B-1-3,137	108.77	0.00	108.77	2.15	110.92	1.62	
86-577B-1-3,138.2	108.78	0.00	108.78	2.15	110.93	1.63	
86-577B-1-3,139.3	108.79	0.00	108.79	2.15	110.94	1.68	
86-577B-1-3,140.5	108.80	0.00	108.80	2.15	110.95	1.56	
86-577B-1-3,141.6	108.82	0.00	108.82	2.15	110.97	1.68	
86-577B-1-3,142.8	108.83	0.00	108.83	2.15	110.98	1.62	
86-577B-1-3,143.9	108.84	0.00	108.84	2.15	110.99	1.66	
86-577B-1-3,145	108.85	0.00	108.85	2.15	111.00	1.76	
86-577B-1-3,146.2	108.86	0.00	108.86	2.15	111.01	1.70	
86-577B-1-3,147.3	108.87	0.00	108.87	2.15	111.02		0.00
86-577B-1-3,148.5	108.88	0.00	108.88	2.15	111.03		0.00
86-577B-1-3,149.6	108.90	0.00	108.90	2.15	111.05		0.00
86-577B-1-3,150.7	108.91	0.00	108.91	2.15	111.06		0.00
86-577B-1-4,1.1	108.91	0.00	108.91	2.15	111.06		0.00
86-577B-1-3,151.9	108.92	0.00	108.92	2.15	111.07		0.00
86-577B-1-4,2.3	108.92	0.00	108.92	2.15	111.07		0.00
86-577B-1-3,153	108.93	0.00	108.93	2.15	111.08		0.00
86-577B-1-4,3.4	108.93	0.00	108.93	2.15	111.08		0.00
86-577B-1-3,154.2	108.94	0.00	108.94	2.15	111.09		0.00
86-577B-1-4,4.6	108.95	0.00	108.95	2.15	111.10	1.59	
86-577B-1-4,5.7	108.96	0.00	108.96	2.15	111.11	1.64	
86-577B-1-4,6.9	108.97	0.00	108.97	2.15	111.12	1.71	
86-577B-1-4,8	108.98	0.00	108.98	2.15	111.13	1.69	
86-577B-1-4,9.1	108.99	0.00	108.99	2.15	111.14	1.63	
86-577B-1-4,10.3	109.00	0.00	109.00	2.15	111.15	1.62	
86-577B-1-4,11.4	109.01	0.00	109.01	2.15	111.16	1.69	
86-577B-1-4,12.6	109.03	0.00	109.03	2.15	111.18	1.65	
86-577B-1-4,13.7	109.04	0.00	109.04	2.15	111.19	1.67	
86-577B-1-4,14.8	109.05	0.00	109.05	2.15	111.20	1.66	
86-577B-1-4,16	109.06	0.00	109.06	2.15	111.21	1.67	
86-577B-1-4,17.1	109.07	0.00	109.07	2.15	111.22	1.73	
86-577B-1-4,18.3	109.08	0.00	109.08	2.15	111.23	1.71	
86-577B-1-4,19.4	109.09	0.00	109.09	2.15	111.24	1.74	
86-577B-1-4,20.6	109.11	0.00	109.11	2.15	111.26	1.71	
86-577B-1-4,21.7	109.12	0.00	109.12	2.15	111.27	1.76	
86-577B-1-4,22.8	109.13	0.00	109.13	2.15	111.28	1.75	
86-577B-1-4,24	109.14	0.00	109.14	2.15	111.29	1.68	
86-577B-1-4,25.1	109.15	0.00	109.15	2.15	111.30	1.71	
86-577B-1-4,26.3	109.16	0.00	109.16	2.15	111.31	1.75	
86-577B-1-4,27.4	109.17	0.00	109.17	2.15	111.32	1.75	
86-577B-1-4,28.6	109.19	0.00	109.19	2.15	111.34	1.83	
86-577B-1-4,29.7	109.20	0.00	109.20	2.15	111.35	1.78	
86-577B-1-4,30.8	109.21	0.00	109.21	2.15	111.36	1.76	
86-577B-1-4,32	109.22	0.00	109.22	2.15	111.37	1.63	
86-577B-1-4,33.1	109.23	0.00	109.23	2.15	111.38	1.77	
86-577B-1-4,34.3	109.24	0.00	109.24	2.15	111.39	1.72	
86-577B-1-4,35.4	109.25	0.00	109.25	2.15	111.40	1.75	
86-577B-1-4,36.5	109.27	0.00	109.27	2.15	111.42	1.72	
86-577B-1-4,37.7	109.28	0.00	109.28	2.15	111.43	1.74	
86-577B-1-4,38.8	109.29	0.00	109.29	2.15	111.44	1.75	
86-577B-1-4,40	109.30	0.00	109.30	2.15	111.45	1.73	
86-577B-1-4,41.1	109.31	0.00	109.31	2.15	111.46	1.71	
86-577B-1-4,42.3	109.32	0.00	109.32	2.15	111.47	1.77	
86-577B-1-4,43.4	109.33	0.00	109.33	2.15	111.48	1.75	
86-577B-1-4,44.5	109.35	0.00	109.35	2.15	111.50	1.80	
86-577B-1-4,45.7	109.36	0.00	109.36	2.15	111.51	1.77	
86-577B-1-4,46.8	109.37	0.00	109.37	2.15	111.52	1.75	
86-577B-1-4,48	109.38	0.00	109.38	2.15	111.53	1.73	
86-577B-1-4,49.1	109.39	0.00	109.39	2.15	111.54	1.74	
86-577B-1-4,50.2	109.40	0.00	109.40	2.15	111.55	1.75	
86-577B-1-4,51.4	109.41	0.00	109.41	2.15	111.56	1.74	
86-577B-1-4,52.5	109.43	0.00	109.43	2.15	111.58	1.74	
86-577B-1-4,53.7	109.44	0.00	109.44	2.15	111.59	1.75	
86-577B-1-4,54.8	109.45	0.00	109.45	2.15	111.60	1.73	
86-577B-1-4,56	109.46	0.00	109.46	2.15	111.61	1.73	
86-577B-1-4,57.1	109.47	0.00	109.47	2.15	111.62	1.77	
86-577B-1-4,58.2	109.48	0.00	109.48	2.15	111.63	1.74	
86-577B-1-4,59.4	109.49	0.00	109.49	2.15	111.64	1.67	
86-577B-1-4,60.5	109.51	0.00	109.51	2.15	111.66	1.71	
86-577B-1-4,61.7	109.52	0.00	109.52	2.15	111.67	1.71	
86-577B-1-4,62.8	109.53	0.00	109.53	2.15	111.68	1.71	
86-577B-1-4,64	109.54	0.00	109.54	2.15	111.69	1.66	
86-577B-1-4,65.1	109.55	0.00	109.55	2.15	111.70	1.66	
86-577B-1-4,66.2	109.56	0.00	109.56	2.15	111.71	1.51	
86-577B-1-4,67.4	109.57	0.00	109.57	2.15	111.72	1.67	
86-577B-1-4,68.5	109.59	0.00	109.59	2.15	111.74	1.66	
86-577B-1-4,69.7	109.60	0.00	109.60	2.15	111.75	1.69	
86-577B-1-4,70.8	109.61	0.00	109.61	2.15	111.76	1.62	
86-577B-1-4,71.9	109.62	0.00	109.62	2.15	111.77	1.63	
86-577B-1-4,73.1	109.63	0.00	109.63	2.15	111.78	1.72	
86-577B-1-4,74.2	109.64	0.00	109.64	2.15	111.79	1.78	
86-577B-1-4,75.4	109.65	0.00	109.65	2.15	111.80	1.75	
86-577B-1-4,76.5	109.67	0.00	109.67	2.15	111.82	1.69	
86-577B-1-4,77.7	109.68	0.00	109.68	2.15	111.83	1.66	
86-577B-1-4,78.8	109.69	0.00	109.69	2.15	111.84	1.75	
86-577B-1-4,79.9	109.70	0.00	109.70	2.15	111.85	1.77	
86-577B-1-4,81.1	109.71	0.00	109.71	2.15	111.86	1.76	
86-577B-1-4,82.2	109.72	0.00	109.72	2.15	111.87	1.75	
86-577B-1-4,83.4	109.73	0.00	109.73	2.15	111.88	1.75	
86-577B-1-4,84.5	109.75	0.00	109.75	2.15	111.90	1.89	
86-577B-1-4,85.7	109.76	0.00	109.76	2.15	111.91	1.84	
86-577B-1-4,86.8	109.77	0.00	109.77	2.15	111.92	1.81	
86-577B-1-4,87.9	109.78	0.00	109.78	2.15	111.93	1.80	
86-577B-1-4,89.1	109.79	0.00	109.79	2.15	111.94	1.87	
86-577B-1-4,90.2	109.80	0.00	109.80	2.15	111.95	1.85	
86-577B-1-4,91.4	109.81	0.00	109.81	2.15	111.96	1.78	
86-577B-1-4,92.5	109.83	0.00	109.83	2.15	111.98	1.77	
86-577B-1-4,93.6	109.84	0.00	109.84	2.15	111.99	1.79	
86-577B-1-4,94.8	109.85	0.00	109.85	2.15	112.00	1.75	
86-577B-1-4,95.9	109.86	0.00	109.86	2.15	112.01	1.79	
86-577B-1-4,97.1	109.87	0.00	109.87	2.15	112.02	1.71	
86-577B-1-4,98.2	109.88	0.00	109.88	2.15	112.03	1.77	
86-577B-1-4,99.4	109.89	0.00	109.89	2.15	112.04	1.71	
86-577B-1-4,100.5	109.90	0.00	109.90	2.15	112.05	1.68	
86-577B-1-4,101.6	109.92	0.00	109.92	2.15	112.07	1.76	
86-577B-1-4,102.8	109.93	0.00	109.93	2.15	112.08	1.73	
86-577B-1-4,103.9	109.94	0.00	109.94	2.15	112.09	1.74	
86-577B-1-4,105.1	109.95	0.00	109.95	2.15	112.10	1.77	
86-577B-1-4,106.2	109.96	0.00	109.96	2.15	112.11	1.79	
86-577B-1-4,107.3	109.97	0.00	109.97	2.15	112.12	1.75	
86-577B-1-4,108.5	109.98	0.00	109.98	2.15	112.13	1.78	
86-577B-1-4,109.6	110.00	0.00	110.00	2.15	112.15	1.69	
86-577B-1-4,110.8	110.01	0.00	110.01	2.15	112.16	1.77	
86-577B-1-4,111.9	110.02	0.00	110.02	2.15	112.17	1.78	
86-577B-1-4,113.1	110.03	0.00	110.03	2.15	112.18	1.78	
86-577B-1-4,114.2	110.04	0.00	110.04	2.15	112.19	1.70	
86-577B-1-4,115.3	110.05	0.00	110.05	2.15	112.20	1.77	
86-577B-1-4,116.5	110.06	0.00	110.06	2.15	112.21	1.78	
86-577B-1-4,117.6	110.08	0.00	110.08	2.15	112.23	1.79	
86-577B-1-4,118.8	110.09	0.00	110.09	2.15	112.24	1.75	
86-577B-1-4,119.9	110.10	0.00	110.10	2.15	112.25	1.71	
86-577B-1-4,121.1	110.11	0.00	110.11	2.15	112.26	1.72	
86-577B-1-4,122.2	110.12	0.00	110.12	2.15	112.27	1.75	
86-577B-1-4,123.3	110.13	0.00	110.13	2.15	112.28	1.80	
86-577B-1-4,124.5	110.14	0.00	110.14	2.15	112.29	1.71	
86-577B-1-4,125.6	110.16	0.00	110.16	2.15	112.31	1.75	
86-577B-1-4,126.8	110.17	0.00	110.17	2.15	112.32	1.83	
86-577B-1-4,127.9	110.18	0.00	110.18	2.15	112.33	1.83	
86-577B-1-4,129	110.19	0.00	110.19	2.15	112.34	1.77	
86-577B-1-4,130.2	110.20	0.00	110.20	2.15	112.35	1.82	
86-577B-1-4,131.3	110.21	0.00	110.21	2.15	112.36	1.75	
86-577B-1-4,132.5	110.22	0.00	110.22	2.15	112.37	1.78	
86-577B-1-4,133.6	110.24	0.00	110.24	2.15	112.39	1.74	
86-577B-1-4,134.8	110.25	0.00	110.25	2.15	112.40	1.76	
86-577B-1-4,135.9	110.26	0.00	110.26	2.15	112.41	1.79	
86-577B-1-4,137	110.27	0.00	110.27	2.15	112.42	1.78	
86-577B-1-4,138.2	110.28	0.00	110.28	2.15	112.43	1.81	
86-577B-1-4,139.3	110.29	0.00	110.29	2.15	112.44	1.77	
86-577B-1-4,140.5	110.30	0.00	110.30	2.15	112.45	1.76	
86-577B-1-4,141.6	110.32	0.00	110.32	2.15	112.47	1.74	
86-577B-1-4,142.8	110.33	0.00	110.33	2.15	112.48	1.82	
86-577B-1-4,143.9	110.34	0.00	110.34	2.15	112.49	1.80	
86-577B-1-4,145	110.35	0.00	110.35	2.15	112.50	1.73	
86-577B-1-4,146.2	110.36	0.00	110.36	2.15	112.51	1.69	
86-577B-1-4,147.3	110.37	0.00	110.37	2.15	112.52	1.76	
86-577B-1-4,148.5	110.38	0.00	110.38	2.15	112.53	1.79	
86-577B-1-4,149.6	110.40	0.00	110.40	2.15	112.55	1.75	
86-577B-1-4,150.7	110.41	0.00	110.41	2.15	112.56	1.62	
86-577B-1-5,1.1	110.41	0.00	110.41	2.15	112.56		0.00
86-577B-1-4,151.9	110.42	0.00	110.42	2.15	112.57		0.00
86-577B-1-5,2.3	110.42	0.00	110.42	2.15	112.57		0.00
86-577B-1-4,153	110.43	0.00	110.43	2.15	112.58		0.00
86-577B-1-5,3.4	110.43	0.00	110.43	2.15	112.58		1.06
86-577B-1-4,154.2	110.44	0.00	110.44	2.15	112.59		0.00
86-577B-1-5,4.6	110.45	0.00	110.45	2.15	112.60		0.00
86-577B-1-5,5.7	110.46	0.00	110.46	2.15	112.61		0.00
86-577B-1-5,6.9	110.47	0.00	110.47	2.15	112.62		1.27
86-577B-1-5,8	110.48	0.00	110.48	2.15	112.63		0.00
86-577B-1-5,9.1	110.49	0.00	110.49	2.15	112.64		0.00
86-577B-1-5,10.3	110.50	0.00	110.50	2.15	112.65		0.00
86-577B-1-5,11.4	110.51	0.00	110.51	2.15	112.66		1.09
86-577B-1-5,12.6	110.53	0.00	110.53	2.15	112.68		0.00
86-577B-1-5,13.7	110.54	0.00	110.54	2.15	112.69		0.00
86-577B-1-5,14.8	110.55	0.00	110.55	2.15	112.70		2.24
86-577B-1-5,16	110.56	0.00	110.56	2.15	112.71		4.28
86-577B-1-5,17.1	110.57	0.00	110.57	2.15	112.72		0.00
86-577B-1-5,18.3	110.58	0.00	110.58	2.15	112.73		0.00
86-577B-1-5,19.4	110.59	0.00	110.59	2.15	112.74		0.00
86-577B-1-5,20.6	110.61	0.00	110.61	2.15	112.76		0.00
86-577B-1-5,21.7	110.62	0.00	110.62	2.15	112.77		0.00
86-577B-1-5,22.8	110.63	0.00	110.63	2.15	112.78		0.00
86-577B-1-5,24	110.64	0.00	110.64	2.15	112.79		0.00
86-577B-1-5,25.1	110.65	0.00	110.65	2.15	112.80		0.00
86-577B-1-5,26.3	110.66	0.00	110.66	2.15	112.81		0.00
86-577B-1-5,27.4	110.67	0.00	110.67	2.15	112.82		0.00
86-577B-1-5,28.6	110.69	0.00	110.69	2.15	112.84		3.14
86-577B-1-5,29.7	110.70	0.00	110.70	2.15	112.85		0.00
86-577B-1-5,30.8	110.71	0.00	110.71	2.15	112.86		2.83
86-577B-1-5,32	110.72	0.00	110.72	2.15	112.87		0.00
86-577B-1-5,33.1	110.73	0.00	110.73	2.15	112.88		0.00
86-577B-1-5,34.3	110.74	0.00	110.74	2.15	112.89		0.00
86-577B-1-5,35.4	110.75	0.00	110.75	2.15	112.90		0.00
86-577B-1-5,36.5	110.77	0.00	110.77	2.15	112.92		0.00
86-577B-1-5,37.7	110.78	0.00	110.78	2.15	112.93		0.00
86-577B-1-5,38.8	110.79	0.00	110.79	2.15	112.94		0.00
86-577B-1-5,40	110.80	0.00	110.80	2.15	112.95		0.00
86-577B-1-5,41.1	110.81	0.00	110.81	2.15	112.96		0.00
86-577B-1-5,42.3	110.82	0.00	110.82	2.15	112.97		
86-577B-1-5,43.4	110.83	0.00	110.83	2.15	112.98		0.00
86-577B-1-5,44.5	110.85	0.00	110.85	2.15	113.00		0.00
86-577B-1-5,45.7	110.86	0.00	110.86	2.15	113.01		0.00
86-577B-1-5,46.8	110.87	0.00	110.87	2.15	113.02	1.81	0.00
86-577B-1-5,48	110.88	0.00	110.88	2.15	113.03	1.83	
86-577B-1-5,49.1	110.89	0.00	110.89	2.15	113.04	1.75	
86-577B-1-5,50.2	110.90	0.00	110.90	2.15	113.05	1.82	
86-577B-1-5,51.4	110.91	0.00	110.91	2.15	113.06	1.85	
86-577B-1-5,52.5	110.93	0.00	110.93	2.15	113.08		2.44
86-577B-1-5,53.7	110.94	0.00	110.94	2.15	113.09	1.73	
86-577B-1-5,54.8	110.95	0.00	110.95	2.15	113.10	1.83	
86-577B-1-5,56	110.96	0.00	110.96	2.15	113.11	1.80	
86-577B-1-5,57.1	110.97	0.00	110.97	2.15	113.12	1.83	
86-577B-1-5,58.2	110.98	0.00	110.98	2.15	113.13	1.77	
86-577B-1-5,59.4	110.99	0.00	110.99	2.15	113.14	1.83	
86-577B-1-5,60.5	111.01	0.00	111.01	2.15	113.16	1.81	
86-577B-1-5,61.7	111.02	0.00	111.02	2.15	113.17	1.75	
86-577B-1-5,62.8	111.03	0.00	111.03	2.15	113.18	1.79	
86-577B-1-5,64	111.04	0.00	111.04	2.15	113.19	1.81	
86-577B-1-5,65.1	111.05	0.00	111.05	2.15	113.20	1.80	
86-577B-1-5,66.2	111.06	0.00	111.06	2.15	113.21	1.84	
86-577B-1-5,67.4	111.07	0.00	111.07	2.15	113.22	1.80	
86-577B-1-5,68.5	111.09	0.00	111.09	2.15	113.24	1.79	
86-577B-1-5,69.7	111.10	0.00	111.10	2.15	113.25	1.80	
86-577B-1-5,70.8	111.11	0.00	111.11	2.15	113.26	1.75	
86-577B-1-5,71.9	111.12	0.00	111.12	2.15	113.27	1.87	
86-577B-1-5,73.1	111.13	0.00	111.13	2.15	113.28	1.78	
86-577B-1-5,74.2	111.14	0.00	111.14	2.15	113.29	1.82	
86-577B-1-5,75.4	111.15	0.00	111.15	2.15	113.30	1.83	
86-577B-1-5,76.5	111.17	0.00	111.17	2.15	113.32	1.82	
86-577B-1-5,77.7	111.18	0.00	111.18	2.15	113.33	1.91	
86-577B-1-5,78.8	111.19	0.00	111.19	2.15	113.34	1.78	
86-577B-1-5,79.9	111.20	0.00	111.20	2.15	113.35	1.89	
86-577B-1-5,81.1	111.21	0.00	111.21	2.15	113.36	1.79	
86-577B-1-5,82.2	111.22	0.00	111.22	2.15	113.37	1.84	
86-577B-1-5,83.4	111.23	0.00	111.23	2.15	113.38	1.79	
86-577B-1-5,84.5	111.25	0.00	111.25	2.15	113.40	1.83	
86-577B-1-5,85.7	111.26	0.00	111.26	2.15	113.41	1.87	
86-577B-1-5,86.8	111.27	0.00	111.27	2.15	113.42	1.83	
86-577B-1-5,87.9	111.28	0.00	111.28	2.15	113.43	1.85	
86-577B-1-5,89.1	111.29	0.00	111.29	2.15	113.44	1.79	
86-577B-1-5,90.2	111.30	0.00	111.30	2.15	113.45	1.87	
86-577B-1-5,91.4	111.31	0.00	111.31	2.15	113.46	1.83	
86-577B-1-5,92.5	111.33	0.00	111.33	2.15	113.48	1.90	
86-577B-1-5,93.6	111.34	0.00	111.34	2.15	113.49	1.81	
86-577B-1-5,94.8	111.35	0.00	111.35	2.15	113.50	1.87	
86-577B-1-5,95.9	111.36	0.00	111.36	2.15	113.51	1.84	
86-577B-1-5,97.1	111.37	0.00	111.37	2.15	113.52	1.79	
86-577B-1-5,98.2	111.38	0.00	111.38	2.15	113.53	1.59	
86-577B-1-5,99.4	111.39	0.00	111.39	2.15	113.54	1.62	
86-577B-1-5,100.5	111.40	0.00	111.40	2.15	113.55	1.67	
86-577B-1-5,101.6	111.42	0.00	111.42	2.15	113.57	1.61	
86-577B-1-5,102.8	111.43	0.00	111.43	2.15	113.58	1.68	
86-577B-1-5,103.9	111.44	0.00	111.44	2.15	113.59	1.82	
86-577B-1-5,105.1	111.45	0.00	111.45	2.15	113.60	1.89	
86-577B-1-5,106.2	111.46	0.00	111.46	2.15	113.61	1.78	
